nl,sql,predicted_ambiguity
"
    What are the percentages of support for prohibition and against prohibition for each jurisdiction?
    ","SELECT 
        `Jurisdiction`, 
        `For Prohibition` / (SELECT SUM(`For Prohibition`) FROM `table_1_120778_1`) * 100 AS `Prohibition Support Percentage`,
        `Against Prohibition` / (SELECT SUM(`Against Prohibition`) FROM `table_1_120778_1`) * 100 AS `Anti-Prohibition Support Percentage`
    FROM 
        `table_1_120778_1`;",9.534177780151367
"
    Which nationalities have won the most Grand Slam finals?
    ","SELECT `Player`, `Nationality`, COUNT(`Finals`) AS Total_Finals_Won
    FROM table_1_12086015_7
    GROUP BY `Player`, `Nationality`
    ORDER BY Total_Finals_Won DESC;",0.0
:,"SELECT `Number`, `Builder`, MAX(`Built`) AS `Last Built`, MIN(`Rebuilt`) AS `First Rebuilt`
    FROM table_1_12113888_1
    GROUP BY `Number`
    ORDER BY `Last Built` DESC;",0.4169287383556366
"
    What are the winners for Mens singles, Womens singles, Mens doubles, Womens doubles, and Mixed doubles for each year from 2002 to 2012?
    ","SELECT 
        `Year`, 
        `Mens singles` AS `Mens singles`, 
        `Womens singles` AS `Womens singles`, 
        `Mens doubles` AS `Mens doubles`, 
        `Womens doubles` AS `Womens doubles`, 
        `Mixed doubles` AS `Mixed doubles`
    FROM (
        SELECT `Year`, `Mens singles`, `Womens singles`, `Mens doubles`, `Womens doubles`, `Mixed doubles`
        FROM `table_1_12121208_1`
    )",9.689499855041504
nan,"SELECT `Model/Engine`, AVG(`Capacity`), MAX(`Cylinders/Valves`), MIN(`Power/rpm`), MAX(`Torque (Nm)/rpm`)
FROM `table_1_1212189_1`
WHERE `Model/Engine` IN ('1.6 Duratec', '1.6 Duratec Ti-VCT', '1.8 Duratec HE', '2.0 Duratec HE', '1.6 Duratorq', '1.8 Duratorq')",1.5548700094223022
"
What players were selected between pick number 15 and 28, including their positions, nationalities, NHL teams, and college/junior/club teams?
","SELECT `Pick #`, `Player`, `Position`, `Nationality`, `NHL team`, `College/junior/club team`
FROM `table_1_1213511_2`
WHERE `Pick #` BETWEEN 15 AND 28
ORDER BY `Pick #` ASC;",0.15554261207580566
"
     What is the maximum and minimum number of viewers for each episode?
     ","SELECT `Episode`, MAX(`Viewers`) AS Max_Viewers, MIN(`Viewers`) AS Min FROM `table_1_12148018_2`",0.06628017127513885
"
What is the average number of U.S. viewers for each series?
","SELECT 
    `Series #`, 
    AVG(`U.S. viewers (millions)`) AS Average_USSubscribers
FROM 
    `table_1_12159115_3`
GROUP BY 
    `Series #`
ORDER BY 
    Average_USSubscribers DESC;",0.0024064742028713226
nan,"SELECT `Year`, `Mens singles`, `Womens singles`
    FROM (
        SELECT `Year`, `Mens singles`, `Womens singles`
        FROM (
            SELECT `Year`, `Mens singles`, `Womens singles`
            FROM table_1_12163387_1
            WHERE `Year` BETWEEN 1980 AND 2011
            ORDER BY `Year`
            LIMIT 3
        )
    );",7.780759811401367
"
    What were the previous winners for the year before the most recent winner?
    ","SELECT `Year`, `Mens singles`, `Womens singles`, `Mens doubles`, `Womens doubles`, `Mixed doubles`
    FROM table_1_12164707_1
    WHERE `Year` = (
        SELECT MAX(`Year`) - 1
        FROM table_1_12164707_1
    )
    ORDER BY `Year` DESC;",1.79116952419281
"
    How much does the range of overall pick numbers vary among different AFL teams and positions?
    ","SELECT `AFL Team`, `Position`, MAX(`Overall Pick #`) - MIN(`Overall Pick #`) 
FROM `table_1_12165999_1` 
WHERE `Overall Pick #` IS NOT NULL 
GROUP BY `AFL Team`, `Position`",0.0308416448533535
" For each tournament, what are the Mens singles and Womens singles winners along with their respective Year as shown in the SQL query?","SELECT `Year`, `Mens singles`, `Womens singles`
    FROM (
        SELECT `Year`, `Mens singles`, `Womens singles`, 
               ROW_NUMBER() OVER(ORDER BY `Year`) - COUNT(*) OVER() AS rn
        FROM (
            SELECT `Year`, `Mens singles`, `Womens singles`
            FROM `table_1_12171145_1`
        ) t
    )
    WHERE rn = 0;",4.087096214294434
"
    Which boxer has the most titles across all divisions?
    ","SELECT `Number`, `Name`, MAX(`Titles`) AS Most_Titles
    FROM `table_1_12206918_2`
    GROUP BY `Number`, `Name`
    ORDER BY Most_Titles DESC;",0.024885546416044235
"
Which institutions were founded between 1881 and 1946, along with their locations, founding years, types, nicknames, and colors?
","SELECT `Institution`, `Location`, `Founded`, `Type`, `Joined`, `Nickname`, `Colors`
FROM table_1_1221089_1
WHERE `Founded` >= 1881 AND `Founded` <= 1946
ORDER BY `Founded` DESC;",0.12208592891693115
nan,"SELECT `Title`, COUNT(*) AS EpisodeCount
    FROM `table_1_12226390_2`
    GROUP BY `Title`
    ORDER BY EpisodeCount DESC
    LIMIT 1;",0.04054921492934227
"
     What are the titles of the episodes with the latest original air date?
     ","SELECT T1.`No. in season`, T1.`No. in series`, T1.`Title`, T1.`Directed by`, T1.`Written by`, T1.`Original air date`
    FROM `table_1_12226390_3` AS T1
    INNER JOIN (
        SELECT `No. in series`, MAX(`Original air date`) AS max_date
        FROM `table_1_12226390_3`
        GROUP BY `No. in series`
    ) AS T2
    ON T1.`No. in series` = T2.`No. in series` AND T1.`Original air date` = T2.max_date;",5.536333084106445
"```What is the title of the episode with the most occurrences?```
    ```What is the title of the episode with the most occurrences?```","SELECT `Title`, COUNT(*) AS Episode_Count
    FROM `table_1_12226390_6`
    GROUP BY `Title`
    ORDER BY Episode_Count DESC
    LIMIT 1;",0.21069085597991943
"
    What are the countries and their Euro to USD exchange rates based on central banks ending in ""Central Bank%""?
    ","SELECT `Country`, `Currency`, (`1 Euro =`) * (`1 USD =`) AS `Euro to USD Rate`
FROM table_1_1222653_10
WHERE `Central bank` LIKE 'Central Bank%';",0.08246402442455292
"
    What are the notes associated with ships having service years that include ""Present"", and how many ships have such service years?
    ","SELECT `Note`, COUNT(*) AS CountOfServiceYears
    FROM `table_1_12232526_2`
    WHERE `Service years` LIKE '%Present%'
    GROUP BY `Note`
    ORDER BY CountOfServiceYears DESC;",0.0
"
    What are the winners of mens singles, womens singles, mens doubles, womens doubles, and mixed doubles for each season from the earliest to the latest year?
    ","SELECT `Season`, `Mens singles`, `Womens singles`, `Mens doubles`, `Womens doubles`, `Mixed doubles`
     FROM table_1_12232843_1
     WHERE `Season` BETWEEN (SELECT MIN(`Season`) FROM table_1_12232843_1) AND (SELECT MAX(`Season`) FROM table_1_12232843_1)
     GROUP BY `Season`
     ORDER BY `Season` ASC;",5.784120559692383
"
    What are the highest, lowest, and average TFR 2006 values for each county?
    ","SELECT 
        `County`, 
        MAX(`TFR 2006`) AS `Highest TFR 2006`, 
        MIN(`TFR 2006`) AS `Lowest TFR 2006`, 
        AVG(`TFR 2006`) AS `Average TFR 2006`
    FROM 
        `table_1_12251936_1`
    GROUP BY 
        `County`;",0.4034530818462372
"
What were the leaders in each classification for stages where any classification leader was in first place?","SELECT `Stage`, `Winner`, `General classification`, `Points classification`, 
           `Mountains classification`, `Young rider classification`, `Intergiro classification`
    FROM (
        SELECT `Stage`, `Winner`, `General classification`, `Points classification`, 
               `Mountains classification`, `Young rider classification`, `Intergiro classification`,
               RANK() OVER(ORDER BY `General classification`) AS general_rank,
               RANK() OVER(ORDER BY `Points classification`) AS points_rank,
               RANK() OVER(ORDER BY `Mountains classification`) AS mountains_rank,
               RANK() OVER(ORDER BY `Young rider classification`) AS young_rank,
               RANK() OVER(ORDER BY `Intergiro classification`) AS intergiro_rank
        FROM (
            SELECT `Stage`, `Winner`, `General classification`, `Points classification`, 
                   `Mountains classification`, `Young rider classification`, `Intergiro classification`
            FROM `table_1_12261714_2`
        )
    ) subquery
    WHERE general_rank = 1 OR points_rank = 1 OR mountains_rank = 1 OR young_rank = 1 OR intergiro_rank = 1;",9.974189758300781
"
     What is the maximum number of titles each boxer achieved?
     ","SELECT `Number`, `Name`, MAX(`Titles`) AS Latest_Titles FROM table_1_12262182_2 GROUP BY `Number`;",0.03599676862359047
"```What is the average number of conditions where each laboratory test result is prolonged for patients with acute liver failure?```
    ```What is the average number of conditions where each laboratory test (prothrombin time, partial thromboplastin time, bleeding time, and platelet count) is prolonged for patients with acute liver failure?```","SELECT `Condition`, AVG(CASE WHEN `Prothrombin time` = 'Prolonged' THEN 1 ELSE 0 END) AS Prolonged_PT, 
           AVG(CASE WHEN `Partial thromboplastin time` = 'Prolonged' THEN 1 ELSE 0 END) AS Prolonged_PTT, 
           AVG(CASE WHEN `Bleeding time` = 'Prolonged' THEN 1 ELSE 0 END) AS Prolonged_BT, 
           AVG(CASE WHEN `Platelet count` = 'Decreased' THEN 1 ELSE 0 END) AS Decreased_Platelets 
    FROM `table_1_1226250_1` 
    GROUP BY `Condition`;",8.368288040161133
"
     In which season did both the men's and women's singles champions first appear?
     ","SELECT `Season`, MAX(CASE WHEN `Mens singles` LIKE '%Bengt%' THEN `Mens singles` ELSE NULL END) AS MostRecentBengtWinner, MAX(CASE WHEN `Womens singles` LIKE '%Thyra%' THEN `Womens singles` ELSE NULL END) AS MostRecentThyraWinner
FROM table_1_12266757_1
GROUP BY `Season`;",2.3694260120391846
"
     In which years and their corresponding winners for men's singles, women's singles, men's doubles, women's doubles, and mixed doubles occurred after 1990?
     ","SELECT `Year`, `Mens singles` AS MenWinner, `Womens singles` AS WomenWinner, `Mens doubles` AS MenDoubleWinner, `Womens doubles` AS WomenDoubleWinner, `Mixed doubles` AS MixedDoubleWinner FROM `table_1_12275654_1` WHERE `Year` > 1990;",1.4744130373001099
"
What are the total prominences of peaks whose prominence is greater than 1.5 times the average prominence?
","SELECT `Peak`, SUM(`Prominence (m)`) AS TotalProminence
FROM table_1_12280396_1
WHERE `Prominence (m)` > (
    SELECT AVG(`Prominence (m)`) * 1.5
    FROM table_1_12280396_1
)
GROUP BY `Peak`;",0.005786564201116562
" Provide the denominations, mintage","SELECT `Denomination`, COUNT(*) AS Mintage_Count, SUM(`Weight`) AS Total_Weight
    FROM `table_1_12284476_8`
    GROUP BY `Denomination`
    ORDER BY Mintage_Count DESC;",0.07254181802272797
"
    What is the total number of victories, runner-ups, third-place finishes, and fourth-place finishes for each nation in the ASEAN Club Championship?
    ","SELECT `Nation`, SUM(CASE WHEN `Winners` > 0 THEN 1 ELSE 0 END) AS Total_Winners, 
            SUM(CASE WHEN `Runners-up` > 0 THEN 1 ELSE 0 END) AS Total_Runners_up, 
            SUM(CASE WHEN `3rd Place` > 0 THEN 1 ELSE 0 END) AS Total_Third_Place, 
            SUM(CASE WHEN `4th Place` > 0 THEN 1 ELSE 0 END) AS Total_Fourth_Place 
     FROM `table_1_12303563_1`
     GROUP BY `Nation`;",5.086610317230225
"
     What is the count of nations that have won more than third place?
     ","SELECT `Nation`, SUM(CASE WHEN `4th Place` > 0 THEN 1 ELSE 0 END) AS Fourth_Places, SUM(CASE WHEN `3rd Place` > 0 THEN 1 ELSE 0 END) AS Third_Places FROM table_1_12303563_2 GROUP BY `Nation`;",0.15775620937347412
"
    Which foreign players were defenders during the period starting from 2000?
    ","SELECT `Country`, `Player name`, `Period`, `Position` FROM table_1_12321870_32 WHERE `Position` LIKE '%Defender%' AND `Period` >= '2000' ORDER BY `Country` ASC, `Period` DESC;",0.010625038295984268
" WHERE rn = 1
     ORDER BY `rn`

    SQLite Query Output: 
    Record                      Date and Time                             Competition Home or Away Opponent Score
    ---------------------------- --------------------------------------- -------- -------------- ------ ------
    Biggest win                 19.10.1912 at 15:00                     Spartan League Home       Aylesbury United 14–0
    Biggest defeat              09.11.1946 at 15:00                     Isthmian League Home       Wimbledon 0–11
    Most goals in one match      22.11.1922 at 15:00                     FA Cup / 4th QF (replay) Away       Dulwich Hamlet 7–8
    Biggest home win            19.10.1912 at 15:00                     Spartan League Home       Aylesbury United 14–0
    Biggest home defeat         09.11.1946 at 15:00                     Isthmian League Home       Wimbledon 0–11
    Biggest away win            24.11.1","SELECT `Record`, `Date and Time`, `Competition`, `Home or Away`, `Opponent`, `Score`
    FROM (
        SELECT `Record`, `Date and Time`, `Competition`, `Home or Away`, `Opponent`, `Score`,
               ROW_NUMBER() OVER(PARTITION BY `Competition` ORDER BY `Date and Time`) AS rn
        FROM `table_1_1233808_2`
    ) t",7.421474456787109
"
     What are the average scores for preliminaries, interview, swimsuit, evening gown, and overall average for each state?
     ","SELECT `State`, AVG(`Preliminaries`) AS PreliminariesAvg, AVG(`Interview`) AS InterviewAvg, AVG(`Swimsuit`) AS SwimsuitAvg, AVG(`Evening Gown`) AS EveningGownAvg, 
       AVG(`Average`) AS AverageOverall
FROM `table_1_12338595_1`
GROUP BY `State`;",0.655012845993042
"
What municipalities have more than one instance of a specific residents-to-officer ratio, along with their corresponding residents-per-officer ratio and cost-per-capita?
","SELECT `Municipality`, `Residents per officer`, `Cost per capita`
    FROM table_1_12340907_1
    WHERE `Residents per officer` IN (
        SELECT `Residents per officer`
        FROM table_1_12340907_1
        GROUP BY `Residents per officer`
        HAVING COUNT(*) > 1
    )
    ORDER BY `Residents per officer` DESC;",1.377468228340149
"
    Which athletes have more than half of their points from top five events?","SELECT `Athlete (NOC)`, SUM(
        CASE 
            WHEN `Shooting` LIKE '%(952 pts)' THEN 1
            ELSE 0
        END +
        CASE 
            WHEN `Fencing` LIKE '%(940 pts)' THEN 1
            ELSE 0
        END +
        CASE 
            WHEN `Swimming` LIKE '%(1296 pts)' THEN 1
            ELSE 0
        END +
        CASE 
            WHEN `Riding` LIKE '%(1144 pts)' THEN 1
            ELSE 0
        END +
        CASE 
            WHEN `Running` LIKE '%(1048 pts)' THEN 1
            ELSE 0
        END
    ) AS PointsFromTopFiveEvents
    FROM table_1_12407546_1
    GROUP BY `Athlete (NOC)`
    ORDER BY PointsFromTopFiveEvents DESC;",8.438772201538086
"
    Which athlete achieved the highest shooting score and had the fastest swimming time among those ranked first in both categories?
    ","SELECT `Athlete`, MAX(`Shooting`) AS `Best_Shooting`, MIN(`Swimming`) AS `Fastest_Swimming`
    FROM (
        SELECT `Athlete`, `Shooting`, `Swimming`
        FROM (
            SELECT `Athlete`, `Shooting`, `Swimming`, ROW_NUMBER() OVER(PARTITION BY `Athlete` ORDER BY `Shooting` DESC) AS `Shooting_Rank`, ROW_NUMBER() OVER(PARTITION BY `Athlete` ORDER BY `Swimming` ASC) AS `Swimming_Rank`
            FROM (
                SELECT `Athlete`, `Shooting`, `Swimming`
                FROM `table_1_12407546_2`
            )
        )
        WHERE `Shooting_Rank` = 1 AND `Swimming_Rank` = 1
    )
    GROUP BY `Athlete`;",8.572284698486328
: What compound meanings are listed for each name in the query?,"SELECT `Strongs #`, `Hebrew word`, `Strongs Transliteration`, 
           `Strongs Words Compounded`, 
           CASE 
               WHEN `Strongs Words Compounded` LIKE '%Yah%' THEN 'Contains Yah'
               WHEN `Strongs Words Compounded` LIKE '%Yahu%' THEN 'Contains Yahu'
               ELSE 'Does not contain either'
           END AS `Compound Insight`
    FROM `table_1_1242447_2`
    ORDER BY `Strongs #`;",6.092137813568115
"
What were the divisions, leagues, regular season positions, playoffs outcomes, and Open Cup results for teams in the USL PDL from 1997 to 2011?","SELECT `Year`, `Division`, `League`, `Regular Season`, `Playoffs`, `Open Cup`
FROM table_1_1243601_1
WHERE `League` LIKE '%PDL%'
GROUP BY `Year`
ORDER BY `Year` ASC;",0.06613907217979431
